Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,venue
MJ Santner,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
KR Sen,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
PR Shah,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
AR Sharma,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
Shoaib Akhtar,2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
VRV Singh,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
TG Southee,2016-2023,3,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
S Sreesanth,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
SJ Srivastava,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
B Stanlake,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
J Suchith,2015-2016,2,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
Suyash Sharma,2023-2025,10,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
J Syed Mohammad,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
PV Tambe,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
Yash Thakur,2023-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
M Theekshana,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
J Theron,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
O Thomas,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
N Thushara,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
AJ Tye,2018-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
Umran Malik,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
S Vidyut,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
GC Viljoen,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
Yash Dayal,2022-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
A Zampa,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
Zeeshan Ansari,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,Eden Gardens
,,,,,,,,,,,,,,,
David Warner,2012-2023,32,32,7,1623,126,64.92,1011,160.53,3,15,1,151,72,Rajiv Gandhi Intl. Cricket Stadium
S Dhawan,2008-2023,47,47,7,1477,99*,36.92,1189,124.22,0,10,0,166,33,Rajiv Gandhi Intl. Cricket Stadium
Henrich Klaasen,2023-2025,17,15,4,614,104,55.81,336,182.73,1,2,0,50,34,Rajiv Gandhi Intl. Cricket Stadium
Rohit Sharma,2008-2025,19,19,4,590,76*,39.33,411,143.55,0,5,0,62,24,Rajiv Gandhi Intl. Cricket Stadium
Abhishek Sharma,2019-2025,19,19,2,521,141,30.64,255,204.31,1,3,1,51,37,Rajiv Gandhi Intl. Cricket Stadium
Kane Williamson,2016-2019,18,18,3,508,89,33.86,367,138.41,0,4,1,41,18,Rajiv Gandhi Intl. Cricket Stadium
Virat Kohli,2008-2024,11,11,1,486,100,48.6,363,133.88,1,3,0,43,19,Rajiv Gandhi Intl. Cricket Stadium
Travis Head,2017-2025,12,12,1,459,89*,41.72,253,181.42,0,5,2,54,24,Rajiv Gandhi Intl. Cricket Stadium
MC Henriques,2013-2017,21,19,4,409,57,27.26,324,126.23,0,3,2,39,12,Rajiv Gandhi Intl. Cricket Stadium
JM Bairstow,2019-2019,6,6,2,357,114,89.25,212,168.39,1,2,0,36,16,Rajiv Gandhi Intl. Cricket Stadium
Sanju Samson,2013-2025,8,8,2,353,102*,58.83,235,150.21,1,2,1,28,16,Rajiv Gandhi Intl. Cricket Stadium
Manish Pandey,2011-2023,17,15,1,352,54,25.14,327,107.64,0,1,1,25,6,Rajiv Gandhi Intl. Cricket Stadium
YK Pathan,2008-2019,18,15,8,351,61,50.14,229,153.27,0,1,1,20,22,Rajiv Gandhi Intl. Cricket Stadium
NV Ojha,2011-2018,25,18,5,343,79*,26.38,257,133.46,0,2,1,17,23,Rajiv Gandhi Intl. Cricket Stadium
PA Patel,2008-2019,18,18,3,314,51*,20.93,276,113.76,0,1,0,42,3,Rajiv Gandhi Intl. Cricket Stadium
Ambati Rayudu,2011-2019,9,8,2,280,79,46.66,207,135.26,0,3,0,26,8,Rajiv Gandhi Intl. Cricket Stadium
Suersh Raina,2008-2019,8,8,3,276,99*,55.2,198,139.39,0,3,0,24,12,Rajiv Gandhi Intl. Cricket Stadium
KL Rahul,2014-2024,10,8,1,257,79,36.71,205,125.36,0,2,0,21,9,Rajiv Gandhi Intl. Cricket Stadium
Ishan Kishan,2018-2025,10,10,2,254,106*,31.75,172,147.67,1,0,1,26,12,Rajiv Gandhi Intl. Cricket Stadium
JP Duminy,2011-2016,9,8,1,250,74,35.71,202,123.76,0,2,0,12,11,Rajiv Gandhi Intl. Cricket Stadium
KC Sangakkara,2008-2013,16,16,0,250,44,15.62,249,100.4,0,0,2,28,1,Rajiv Gandhi Intl. Cricket Stadium
AK Markram,2023-2025,10,10,2,249,50,31.12,199,125.12,0,1,0,20,4,Rajiv Gandhi Intl. Cricket Stadium
MA Agarwal,2011-2024,12,12,0,247,49,20.58,212,116.5,0,0,0,26,3,Rajiv Gandhi Intl. Cricket Stadium
Faf du Plessis,2015-2024,7,7,0,241,71,34.42,159,151.57,0,1,0,24,9,Rajiv Gandhi Intl. Cricket Stadium
Nitish Kumar Reddy,2023-2025,11,8,2,235,76*,39.16,171,137.42,0,1,0,14,14,Rajiv Gandhi Intl. Cricket Stadium
V Sehwag,2008-2014,5,5,1,229,119,57.25,118,194.06,1,1,0,25,12,Rajiv Gandhi Intl. Cricket Stadium
Syres Iyer,2017-2025,4,4,1,221,82,73.66,143,154.54,0,2,0,19,10,Rajiv Gandhi Intl. Cricket Stadium
Y Venugopal Rao,2008-2014,9,7,1,218,71*,36.33,173,126.01,0,2,0,15,12,Rajiv Gandhi Intl. Cricket Stadium
RV Uthappa,2008-2018,7,7,0,208,53,29.71,170,122.35,0,1,0,17,9,Rajiv Gandhi Intl. Cricket Stadium
Rahul Tripathi,2017-2024,12,11,1,205,74*,20.5,155,132.25,0,1,1,26,7,Rajiv Gandhi Intl. Cricket Stadium
AC Gilchrist,2008-2013,9,9,0,202,61,22.44,173,116.76,0,1,0,23,6,Rajiv Gandhi Intl. Cricket Stadium
Ajinkya Rahane,2012-2024,8,8,0,202,70,25.25,187,108.02,0,1,1,14,6,Rajiv Gandhi Intl. Cricket Stadium
DB Ravi Teja,2008-2013,12,11,2,199,40,22.11,161,123.6,0,0,0,19,5,Rajiv Gandhi Intl. Cricket Stadium
M Vohra,2013-2018,6,6,0,195,95,32.5,119,163.86,0,1,1,19,9,Rajiv Gandhi Intl. Cricket Stadium
EJG Morgan,2011-2017,11,11,1,192,51,19.2,173,110.98,0,1,1,10,10,Rajiv Gandhi Intl. Cricket Stadium
Nicholas Pooran,2019-2025,4,4,2,183,70,91.5,75,244,0,1,0,17,13,Rajiv Gandhi Intl. Cricket Stadium
Yuvraj Singh,2008-2017,13,12,1,179,62,16.27,159,112.57,0,1,1,16,7,Rajiv Gandhi Intl. Cricket Stadium
David Miller,2012-2025,7,7,4,175,89*,58.33,121,144.62,0,1,0,10,10,Rajiv Gandhi Intl. Cricket Stadium
A Symonds,2008-2011,3,3,2,173,117*,173,99,174.74,1,0,0,17,8,Rajiv Gandhi Intl. Cricket Stadium
GH Vihari,2013-2015,9,9,2,173,46,24.71,183,94.53,0,0,0,13,0,Rajiv Gandhi Intl. Cricket Stadium
SR Watson,2008-2019,8,8,0,172,80,21.5,162,106.17,0,1,0,14,7,Rajiv Gandhi Intl. Cricket Stadium
AJ Finch,2011-2018,8,8,2,169,68,28.16,155,109.03,0,2,1,14,4,Rajiv Gandhi Intl. Cricket Stadium
Deepak Hooda,2016-2024,20,15,4,165,32*,15,159,103.77,0,0,0,9,3,Rajiv Gandhi Intl. Cricket Stadium
G Gambhir,2008-2017,6,6,1,164,90*,32.8,129,127.13,0,1,0,21,2,Rajiv Gandhi Intl. Cricket Stadium
CL White,2008-2013,12,12,1,153,65,13.9,161,95.03,0,1,1,12,4,Rajiv Gandhi Intl. Cricket Stadium
PA Reddy,2012-2013,7,7,0,149,42,21.28,136,109.55,0,0,0,13,2,Rajiv Gandhi Intl. Cricket Stadium
Krunal Pandya,2016-2024,7,6,1,148,49*,29.6,117,126.49,0,0,0,8,7,Rajiv Gandhi Intl. Cricket Stadium
Kiren Pollard,2011-2019,9,8,4,147,46*,36.75,113,130.08,0,0,1,9,10,Rajiv Gandhi Intl. Cricket Stadium
SE Marsh,2008-2016,4,3,1,146,84*,73,116,125.86,0,1,0,17,3,Rajiv Gandhi Intl. Cricket Stadium
Abdul Samad,2023-2025,12,7,4,142,37*,47.33,109,130.27,0,0,0,9,9,Rajiv Gandhi Intl. Cricket Stadium
Chris Gayle,2012-2019,7,7,0,136,35,19.42,88,154.54,0,0,0,12,10,Rajiv Gandhi Intl. Cricket Stadium
MS Dhoni,2008-2024,9,9,2,135,37,19.28,104,129.8,0,0,0,13,4,Rajiv Gandhi Intl. Cricket Stadium
WP Saha,2008-2019,11,9,1,133,54,16.62,95,140,0,1,1,16,4,Rajiv Gandhi Intl. Cricket Stadium
Mandeep Singh,2012-2018,5,5,1,131,75,32.75,101,129.7,0,1,0,15,3,Rajiv Gandhi Intl. Cricket Stadium
SPD Smith,2016-2019,4,3,1,131,51,65.5,125,104.8,0,1,0,9,2,Rajiv Gandhi Intl. Cricket Stadium
DT Christian,2011-2018,10,10,3,130,30,18.57,101,128.71,0,0,1,8,5,Rajiv Gandhi Intl. Cricket Stadium
Prabhsimran Singh,2019-2025,4,4,0,129,71,32.25,86,150,0,1,1,15,6,Rajiv Gandhi Intl. Cricket Stadium
Quinton de Kock,2013-2024,6,6,0,123,44,20.5,94,130.85,0,0,1,9,8,Rajiv Gandhi Intl. Cricket Stadium
R Dravid,2008-2013,4,4,0,123,39,30.75,116,106.03,0,0,0,12,2,Rajiv Gandhi Intl. Cricket Stadium
SC Ganguly,2008-2011,2,2,1,123,91,123,89,138.2,0,1,0,14,6,Rajiv Gandhi Intl. Cricket Stadium
Yashasvi Jaiswal,2023-2025,3,3,0,122,67,40.66,82,148.78,0,2,0,16,2,Rajiv Gandhi Intl. Cricket Stadium
LMP Simmons,2014-2017,4,4,0,120,68,30,107,112.14,0,1,0,9,6,Rajiv Gandhi Intl. Cricket Stadium
B Chipli,2011-2011,7,7,3,118,61*,29.5,87,135.63,0,1,0,13,3,Rajiv Gandhi Intl. Cricket Stadium
CA Lynn,2012-2019,3,3,0,112,55,37.33,99,113.13,0,2,0,9,4,Rajiv Gandhi Intl. Cricket Stadium
Shakib Al Hasan,2014-2018,9,5,0,109,35,21.8,99,110.1,0,0,0,13,1,Rajiv Gandhi Intl. Cricket Stadium
Axar Patel,2014-2023,6,5,2,106,36*,35.33,85,124.7,0,0,0,8,3,Rajiv Gandhi Intl. Cricket Stadium
NLTC Perera,2013-2016,9,6,2,104,30,26,73,142.46,0,0,0,5,6,Rajiv Gandhi Intl. Cricket Stadium
Tilak Varma,2023-2025,3,3,1,103,64,51.5,53,194.33,0,1,0,4,10,Rajiv Gandhi Intl. Cricket Stadium
Vijay Shankar,2017-2019,9,8,3,102,35,20.4,70,145.71,0,0,0,4,5,Rajiv Gandhi Intl. Cricket Stadium
Cameron Green,2023-2024,2,2,2,101,64*,-,60,168.33,0,1,0,11,2,Rajiv Gandhi Intl. Cricket Stadium
DR Smith,2013-2017,4,4,0,97,38,24.25,95,102.1,0,0,0,10,4,Rajiv Gandhi Intl. Cricket Stadium
Suryakumar Yadav,2014-2025,7,5,1,97,40*,24.25,78,124.35,0,0,0,9,4,Rajiv Gandhi Intl. Cricket Stadium
DJ Hussey,2008-2013,3,3,1,95,57*,47.5,69,137.68,0,1,0,6,5,Rajiv Gandhi Intl. Cricket Stadium
Rishabh Pant,2016-2025,5,5,1,95,39*,23.75,80,118.75,0,0,1,6,4,Rajiv Gandhi Intl. Cricket Stadium
A Ashish Reddy,2012-2016,15,11,4,93,17,13.28,77,120.77,0,0,0,8,2,Rajiv Gandhi Intl. Cricket Stadium
Ravindra Jadeja,2008-2024,8,7,5,93,31*,46.5,82,113.41,0,0,0,9,0,Rajiv Gandhi Intl. Cricket Stadium
DJ Bravo,2008-2019,6,4,1,88,30,29.33,72,122.22,0,0,0,6,3,Rajiv Gandhi Intl. Cricket Stadium
C de Grandhomme,2017-2019,3,3,0,88,37,29.33,76,115.78,0,0,0,5,5,Rajiv Gandhi Intl. Cricket Stadium
Riyan Parag,2023-2025,3,3,0,88,77,29.33,57,154.38,0,1,0,10,4,Rajiv Gandhi Intl. Cricket Stadium
AB de Villiers,2011-2019,7,7,0,86,47,12.28,78,110.25,0,0,2,5,3,Rajiv Gandhi Intl. Cricket Stadium
Simreon Hetmyer,2019-2025,4,4,1,86,42,28.66,57,150.87,0,0,0,3,7,Rajiv Gandhi Intl. Cricket Stadium
Karn Sharma,2013-2024,21,10,4,86,39*,14.33,83,103.61,0,0,0,5,2,Rajiv Gandhi Intl. Cricket Stadium
JH Kallis,2008-2013,3,3,0,85,31,28.33,85,100,0,0,0,12,0,Rajiv Gandhi Intl. Cricket Stadium
Washington Sundar,2017-2025,7,6,2,85,49,21.25,59,144.06,0,0,1,10,2,Rajiv Gandhi Intl. Cricket Stadium
MR Marsh,2011-2025,5,3,0,84,52,28,49,171.42,0,1,0,12,3,Rajiv Gandhi Intl. Cricket Stadium
DJG Sammy,2013-2014,7,7,4,83,23,27.66,75,110.66,0,0,0,1,6,Rajiv Gandhi Intl. Cricket Stadium
Hardik Pandya,2015-2025,8,6,0,81,24,13.5,82,98.78,0,0,0,2,4,Rajiv Gandhi Intl. Cricket Stadium
PC Valthaty,2011-2013,2,2,0,81,75,40.5,64,126.56,0,1,0,8,5,Rajiv Gandhi Intl. Cricket Stadium
Nithish Rana,2017-2025,5,5,0,80,42,16,66,121.21,0,0,0,9,3,Rajiv Gandhi Intl. Cricket Stadium
Dinesh Karthik,2008-2024,9,8,2,78,30,13,76,102.63,0,0,2,6,1,Rajiv Gandhi Intl. Cricket Stadium
Marcus Stoinis,2023-2025,3,3,1,77,40,38.5,41,187.8,0,0,0,3,7,Rajiv Gandhi Intl. Cricket Stadium
Jos Buttler,2016-2025,6,6,0,76,54,12.66,54,140.74,0,1,2,9,3,Rajiv Gandhi Intl. Cricket Stadium
Rinku Singh,2019-2023,2,2,0,76,46,38,60,126.66,0,0,0,5,3,Rajiv Gandhi Intl. Cricket Stadium
S Sohal,2011-2011,6,5,0,76,38,15.2,66,115.15,0,0,1,9,1,Rajiv Gandhi Intl. Cricket Stadium
Glen Maxwell,2014-2025,7,7,1,75,43,12.5,55,136.36,0,0,0,6,6,Rajiv Gandhi Intl. Cricket Stadium
Karun Nair,2013-2018,4,4,0,75,33,18.75,66,113.63,0,0,0,8,1,Rajiv Gandhi Intl. Cricket Stadium
Aniket Verma,2025-2025,5,4,0,73,36,18.25,44,165.9,0,0,0,3,6,Rajiv Gandhi Intl. Cricket Stadium
Pat Cummins,2017-2025,12,5,2,72,31,24,31,232.25,0,0,0,4,7,Rajiv Gandhi Intl. Cricket Stadium
J Botha,2011-2013,3,3,1,71,67*,35.5,58,122.41,0,1,0,8,1,Rajiv Gandhi Intl. Cricket Stadium
Druv Jurel,2024-2025,2,2,0,71,70,35.5,38,186.84,0,1,0,5,6,Rajiv Gandhi Intl. Cricket Stadium
GC Smith,2008-2008,1,1,0,71,71,71,45,157.77,0,1,0,9,2,Rajiv Gandhi Intl. Cricket Stadium
AM Nayar,2008-2013,3,3,1,70,38,35,48,145.83,0,0,0,7,2,Rajiv Gandhi Intl. Cricket Stadium
BB Samantray,2013-2013,3,3,1,70,55,35,60,116.66,0,1,0,8,1,Rajiv Gandhi Intl. Cricket Stadium
Harry Brook,2023-2023,6,6,1,69,27*,13.8,79,87.34,0,0,1,8,1,Rajiv Gandhi Intl. Cricket Stadium
PP Shaw,2018-2019,2,2,0,69,65,34.5,41,168.29,0,1,0,6,3,Rajiv Gandhi Intl. Cricket Stadium
HH Gibbs,2008-2008,4,4,0,67,47,16.75,60,111.66,0,0,0,9,2,Rajiv Gandhi Intl. Cricket Stadium
MEK Hussey,2013-2013,1,1,0,67,67,67,42,159.52,0,1,0,5,4,Rajiv Gandhi Intl. Cricket Stadium
VVS Laxman,2008-2008,3,3,0,66,48,22,56,117.85,0,0,0,11,0,Rajiv Gandhi Intl. Cricket Stadium
Sachin Tendulkar,2008-2013,3,3,0,65,28,21.66,55,118.18,0,0,0,10,0,Rajiv Gandhi Intl. Cricket Stadium
PN Mankad,2023-2023,1,1,1,64,64*,-,45,142.22,0,1,0,7,2,Rajiv Gandhi Intl. Cricket Stadium
Shubman Gill,2018-2025,3,3,2,64,61*,64,47,136.17,0,1,0,9,0,Rajiv Gandhi Intl. Cricket Stadium
Ayush Badoni,2023-2025,3,2,1,61,55*,61,36,169.44,0,1,0,10,0,Rajiv Gandhi Intl. Cricket Stadium
Shahbaz Ahmed,2023-2024,7,3,1,61,40*,30.5,62,98.38,0,0,0,1,2,Rajiv Gandhi Intl. Cricket Stadium
KM Jadhav,2013-2019,4,4,1,60,31,20,37,162.16,0,0,0,4,3,Rajiv Gandhi Intl. Cricket Stadium
DW Steyn,2008-2015,24,10,4,60,19*,10,53,113.2,0,0,1,6,1,Rajiv Gandhi Intl. Cricket Stadium
Ben Stokes,2017-2019,3,3,1,60,39,30,42,142.85,0,0,0,4,3,Rajiv Gandhi Intl. Cricket Stadium
Tim David,2023-2024,2,2,1,58,42*,58,33,175.75,0,0,0,4,3,Rajiv Gandhi Intl. Cricket Stadium
huvaneshwar,2011-2024,49,15,4,58,21,5.27,64,90.62,0,0,3,7,1,Rajiv Gandhi Intl. Cricket Stadium
Sunil Narine,2013-2023,7,5,0,57,29,11.4,26,219.23,0,0,0,7,4,Rajiv Gandhi Intl. Cricket Stadium
DPMD Jayawardene,2008-2013,3,2,1,56,45*,56,35,160,0,0,0,7,2,Rajiv Gandhi Intl. Cricket Stadium
Murali Vijay,2013-2016,3,3,0,55,29,18.33,41,134.14,0,0,0,6,4,Rajiv Gandhi Intl. Cricket Stadium
JJ Roy,2017-2023,2,2,0,51,31,25.5,40,127.5,0,0,0,9,0,Rajiv Gandhi Intl. Cricket Stadium
Shivam Dube,2019-2024,2,2,0,50,45,25,31,161.29,0,0,0,3,4,Rajiv Gandhi Intl. Cricket Stadium
AD Hales,2018-2018,2,2,0,50,45,25,36,138.88,0,0,0,4,3,Rajiv Gandhi Intl. Cricket Stadium
A Mishra,2011-2023,27,9,4,50,25*,10,45,111.11,0,0,4,5,0,Rajiv Gandhi Intl. Cricket Stadium
Rajat Patidar,2024-2024,1,1,0,50,50,50,20,250,0,1,0,2,5,Rajiv Gandhi Intl. Cricket Stadium
MK Tiwary,2008-2018,5,4,0,50,33,12.5,46,108.69,0,0,0,5,1,Rajiv Gandhi Intl. Cricket Stadium
DJ Harris,2012-2012,2,2,0,49,30,24.5,46,106.52,0,0,0,6,1,Rajiv Gandhi Intl. Cricket Stadium
IK Pathan,2008-2014,8,4,1,49,23*,16.33,55,89.09,0,0,0,3,0,Rajiv Gandhi Intl. Cricket Stadium
Rilee Rossouw,2024-2024,1,1,0,49,49,49,24,204.16,0,0,0,3,4,Rajiv Gandhi Intl. Cricket Stadium
A Taide,2024-2024,1,1,0,46,46,46,27,170.37,0,0,0,5,2,Rajiv Gandhi Intl. Cricket Stadium
A Manohar,2025-2025,4,3,0,45,43,15,44,102.27,0,0,1,2,3,Rajiv Gandhi Intl. Cricket Stadium
Andre Russell,2012-2023,5,4,0,45,24,11.25,33,136.36,0,0,0,2,4,Rajiv Gandhi Intl. Cricket Stadium
Rashid Khan,2017-2025,22,10,3,43,17*,6.14,26,165.38,0,0,4,2,4,Rajiv Gandhi Intl. Cricket Stadium
Anmolpreet Singh,2023-2024,2,2,0,41,36,20.5,32,128.12,0,0,0,8,0,Rajiv Gandhi Intl. Cricket Stadium
GJ Bailey,2014-2015,2,2,1,41,35*,41,30,136.66,0,0,0,2,3,Rajiv Gandhi Intl. Cricket Stadium
C Munro,2019-2019,1,1,0,40,40,40,24,166.66,0,0,0,4,3,Rajiv Gandhi Intl. Cricket Stadium
LRPL Taylor,2011-2013,2,2,1,40,21*,40,33,121.21,0,0,0,1,2,Rajiv Gandhi Intl. Cricket Stadium
AD Mathews,2013-2017,2,2,1,39,31,39,29,134.48,0,0,0,3,1,Rajiv Gandhi Intl. Cricket Stadium
SP Goswami,2008-2018,3,2,0,38,35,19,29,131.03,0,0,0,4,1,Rajiv Gandhi Intl. Cricket Stadium
Mohammad Nabi,2017-2019,6,4,0,37,20,9.25,29,127.58,0,0,0,1,3,Rajiv Gandhi Intl. Cricket Stadium
SS Tiwary,2011-2016,3,3,1,37,30,18.5,37,100,0,0,0,1,1,Rajiv Gandhi Intl. Cricket Stadium
Priyansh Arya,2025-2025,1,1,0,36,36,36,13,276.92,0,0,0,2,4,Rajiv Gandhi Intl. Cricket Stadium
ST Jayasuriya,2008-2008,1,1,0,36,36,36,15,240,0,0,0,6,2,Rajiv Gandhi Intl. Cricket Stadium
Jitesh Sharma,2023-2024,2,2,1,36,32*,36,24,150,0,0,0,3,2,Rajiv Gandhi Intl. Cricket Stadium
AS Yadav,2008-2008,4,4,0,36,16,9,25,144,0,0,1,5,1,Rajiv Gandhi Intl. Cricket Stadium
Sherfane Rutherford,2025-2025,1,1,1,35,35*,-,16,218.75,0,0,0,6,1,Rajiv Gandhi Intl. Cricket Stadium
JD Ryder,2011-2011,1,1,0,35,35,35,20,175,0,0,0,5,2,Rajiv Gandhi Intl. Cricket Stadium
Shubam Dubey,2025-2025,1,1,1,34,34*,-,11,309.09,0,0,0,1,4,Rajiv Gandhi Intl. Cricket Stadium
M Kaif,2008-2008,1,1,0,34,34,34,16,212.5,0,0,0,2,3,Rajiv Gandhi Intl. Cricket Stadium
Misbah-ul-Haq,2008-2008,1,1,0,34,34,34,28,121.42,0,0,0,4,1,Rajiv Gandhi Intl. Cricket Stadium
DJ Jacobs,2011-2011,1,1,0,32,32,32,20,160,0,0,0,5,1,Rajiv Gandhi Intl. Cricket Stadium
Sachin Baby,2013-2017,3,3,0,31,27,10.33,26,119.23,0,0,0,3,1,Rajiv Gandhi Intl. Cricket Stadium
Naman Dhir,2024-2025,2,1,0,30,30,30,14,214.28,0,0,0,2,2,Rajiv Gandhi Intl. Cricket Stadium
E Lewis,2018-2018,1,1,0,29,29,29,17,170.58,0,0,0,3,2,Rajiv Gandhi Intl. Cricket Stadium
Will Jacks,2024-2025,2,2,0,28,22,14,28,100,0,0,0,2,1,Rajiv Gandhi Intl. Cricket Stadium
OA Shah,2012-2012,1,1,0,28,28,28,32,87.5,0,0,0,1,0,Rajiv Gandhi Intl. Cricket Stadium
B Akhil,2008-2008,1,1,1,27,27*,-,7,385.71,0,0,0,2,3,Rajiv Gandhi Intl. Cricket Stadium
PP Chawla,2008-2024,10,2,0,27,23,13.5,23,117.39,0,0,0,2,2,Rajiv Gandhi Intl. Cricket Stadium
Romen Powell,2024-2024,1,1,0,27,27,27,15,180,0,0,0,3,1,Rajiv Gandhi Intl. Cricket Stadium
Nehal Wadhera,2023-2025,2,1,0,27,27,27,22,122.72,0,0,0,2,1,Rajiv Gandhi Intl. Cricket Stadium
STR Binny,2011-2017,4,3,0,26,11,8.66,26,100,0,0,0,2,1,Rajiv Gandhi Intl. Cricket Stadium
KK Cooper,2013-2013,1,1,0,26,26,26,12,216.66,0,0,0,3,1,Rajiv Gandhi Intl. Cricket Stadium
Ruturaj Gaikwad,2024-2024,1,1,0,26,26,26,21,123.8,0,0,0,3,1,Rajiv Gandhi Intl. Cricket Stadium
Shahid Afridi,2008-2008,5,5,0,26,13,5.2,21,123.8,0,0,1,2,2,Rajiv Gandhi Intl. Cricket Stadium
RN ten Doeschate,2013-2014,2,2,1,26,25*,26,20,130,0,0,0,2,1,Rajiv Gandhi Intl. Cricket Stadium
BCJ Cutting,2017-2018,3,2,1,25,16*,25,15,166.66,0,0,0,1,2,Rajiv Gandhi Intl. Cricket Stadium
IR Jaggi,2011-2011,1,1,0,25,25,25,28,89.28,0,0,0,3,0,Rajiv Gandhi Intl. Cricket Stadium
CA Pujara,2011-2011,1,1,0,25,25,25,15,166.66,0,0,0,4,0,Rajiv Gandhi Intl. Cricket Stadium
SB Styris,2008-2008,2,2,0,25,20,12.5,31,80.64,0,0,0,3,0,Rajiv Gandhi Intl. Cricket Stadium
A Chopra,2008-2008,1,1,0,24,24,24,23,104.34,0,0,0,3,0,Rajiv Gandhi Intl. Cricket Stadium
BB McCullum,2015-2017,3,3,0,24,12,8,34,70.58,0,0,0,3,0,Rajiv Gandhi Intl. Cricket Stadium
RP Singh,2008-2008,7,6,4,23,10,11.5,17,135.29,0,0,0,2,1,Rajiv Gandhi Intl. Cricket Stadium
Sam Curran,2023-2023,1,1,0,22,22,22,15,146.66,0,0,0,3,1,Rajiv Gandhi Intl. Cricket Stadium
NS Naik,2016-2016,1,1,0,22,22,22,28,78.57,0,0,0,1,0,Rajiv Gandhi Intl. Cricket Stadium
SK Warne,2008-2011,2,1,1,22,22*,-,9,244.44,0,0,0,2,2,Rajiv Gandhi Intl. Cricket Stadium
Marco Jansen,2023-2025,6,4,2,21,13,10.5,18,116.66,0,0,0,3,0,Rajiv Gandhi Intl. Cricket Stadium
WPUJC Vaas,2008-2008,4,3,1,21,12*,10.5,17,123.52,0,0,1,0,1,Rajiv Gandhi Intl. Cricket Stadium
Gurkeerat Singh,2013-2015,2,2,0,20,17,10,17,117.64,0,0,0,1,1,Rajiv Gandhi Intl. Cricket Stadium
P Kumar,2011-2017,8,4,3,20,7*,20,23,86.95,0,0,0,1,0,Rajiv Gandhi Intl. Cricket Stadium
AL Menaria,2011-2012,2,1,0,20,20,20,17,117.64,0,0,0,1,1,Rajiv Gandhi Intl. Cricket Stadium
AG Paunikar,2011-2011,1,1,0,20,20,20,19,105.26,0,0,0,4,0,Rajiv Gandhi Intl. Cricket Stadium
AA Jhunjhunwala,2012-2012,1,1,0,19,19,19,20,95,0,0,0,0,1,Rajiv Gandhi Intl. Cricket Stadium
P Ray Barman,2019-2019,1,1,0,19,19,19,24,79.16,0,0,0,2,0,Rajiv Gandhi Intl. Cricket Stadium
Umran Malik,2023-2024,4,1,1,19,19*,-,8,237.5,0,0,0,1,2,Rajiv Gandhi Intl. Cricket Stadium
Azhar Mahmood,2012-2013,2,2,0,18,14,9,13,138.46,0,0,0,3,0,Rajiv Gandhi Intl. Cricket Stadium
S Gopal,2018-2019,2,1,0,18,18,18,18,100,0,0,0,2,0,Rajiv Gandhi Intl. Cricket Stadium
Harshal Patel,2012-2025,9,3,3,18,12*,-,17,105.88,0,0,0,0,0,Rajiv Gandhi Intl. Cricket Stadium
AU Rashid,2023-2023,1,1,0,18,18,18,13,138.46,0,0,0,1,1,Rajiv Gandhi Intl. Cricket Stadium
UBT Chand,2013-2013,1,1,0,17,17,17,24,70.83,0,0,0,3,0,Rajiv Gandhi Intl. Cricket Stadium
JR Hopes,2011-2011,1,1,1,17,17*,-,10,170,0,0,0,2,0,Rajiv Gandhi Intl. Cricket Stadium
